Timestamp,TrafficCount
2020-01-20 00:00:00,652.00
2020-01-20 00:30:00,445.00
2020-01-20 01:30:00,274.00
2020-01-20 02:30:00,531.00
2020-01-20 03:30:00,489.00
2020-01-20 04:30:00,536.00
2020-01-20 05:30:00,1877.00
2020-01-20 06:30:00,2475.00
2020-01-20 07:30:00,4853.00
2020-01-20 08:30:00,14434.00
2020-01-20 09:30:00,29835.00
2020-01-20 10:30:00,36090.00
2020-01-20 11:30:00,36698.00
2020-01-20 12:30:00,26069.00
2020-01-20 13:30:00,27831.00
2020-01-20 14:30:00,26606.00
2020-01-20 15:30:00,21749.00
2020-01-20 16:30:00,18551.00
2020-01-20 17:30:00,15219.00
2020-01-20 18:30:00,14538.00
2020-01-20 19:30:00,9262.00
2020-01-20 20:30:00,5476.00
2020-01-20 21:30:00,4813.00
2020-01-20 22:30:00,3184.00
2020-01-20 23:30:00,2140.00
2020-01-21 00:30:00,1368.00
2020-01-21 01:30:00,1891.00
2020-01-21 02:30:00,936.00
2020-01-21 03:30:00,1149.00
2020-01-21 04:30:00,823.00
2020-01-21 05:30:00,1703.00
2020-01-21 06:30:00,2402.00
2020-01-21 07:30:00,3568.00
2020-01-21 08:30:00,10554.00
2020-01-21 09:30:00,18328.00
2020-01-21 10:30:00,24116.00
2020-01-21 11:30:00,25586.00
2020-01-21 12:30:00,22148.00
2020-01-21 13:30:00,20262.00
2020-01-21 14:30:00,22757.00
2020-01-21 15:30:00,18020.00
2020-01-21 16:30:00,16116.00
2020-01-21 17:30:00,15770.00
2020-01-21 18:30:00,12989.00
2020-01-21 19:30:00,10417.00
2020-01-21 20:30:00,7196.00
2020-01-21 21:30:00,6238.00
2020-01-21 22:30:00,4069.00
2020-01-21 23:30:00,2221.00
2020-01-22 00:30:00,2659.00
2020-01-22 01:30:00,1898.00
2020-01-22 02:30:00,1393.00
2020-01-22 03:30:00,1373.00
2020-01-22 04:30:00,794.00
2020-01-22 05:30:00,2177.00
2020-01-22 06:30:00,2383.00
2020-01-22 07:30:00,6644.00
2020-01-22 08:30:00,10331.00
2020-01-22 09:30:00,16337.00
2020-01-22 10:30:00,22634.00
2020-01-22 11:30:00,24199.00
2020-01-22 12:30:00,18297.00
2020-01-22 13:30:00,19821.00
2020-01-22 14:30:00,21368.00
2020-01-22 15:30:00,19018.00
2020-01-22 16:30:00,17105.00
2020-01-22 17:30:00,14565.00
2020-01-22 18:30:00,11336.00
2020-01-22 19:30:00,8686.00
2020-01-22 20:30:00,5400.00
2020-01-22 21:30:00,4883.00
2020-01-22 22:30:00,3634.00
2020-01-22 23:30:00,2493.00
2020-01-23 00:30:00,1725.00
2020-01-23 01:30:00,1916.00
2020-01-23 02:30:00,1622.00
2020-01-23 03:30:00,1074.00
2020-01-23 04:30:00,816.00
2020-01-23 05:30:00,1585.00
2020-01-23 06:30:00,2162.00
2020-01-23 07:30:00,3635.00
2020-01-23 08:30:00,8877.00
2020-01-23 09:30:00,16760.00
2020-01-23 10:30:00,20989.00
2020-01-23 11:30:00,25886.00
2020-01-23 12:30:00,17387.00
2020-01-23 13:30:00,18656.00
2020-01-23 14:30:00,21225.00
2020-01-23 15:30:00,16987.00
2020-01-23 16:30:00,15445.00
2020-01-23 17:30:00,15702.00
2020-01-23 18:30:00,12541.00
2020-01-23 19:30:00,10075.00
2020-01-23 20:30:00,7397.00
2020-01-23 21:30:00,6114.00
2020-01-23 22:30:00,4521.00
2020-01-23 23:30:00,3536.00
2020-01-24 00:30:00,2346.00
2020-01-24 01:30:00,1678.00
2020-01-24 02:30:00,1438.00
2020-01-24 03:30:00,1295.00
2020-01-24 04:30:00,1459.00
2020-01-24 05:30:00,2030.00
2020-01-24 06:30:00,2845.00
2020-01-24 07:30:00,3882.00
2020-01-24 08:30:00,8680.00
2020-01-24 09:30:00,16007.00
2020-01-24 10:30:00,22248.00
2020-01-24 11:30:00,21190.00
2020-01-24 12:30:00,15904.00
2020-01-24 13:30:00,17014.00
2020-01-24 14:30:00,18496.00
2020-01-24 15:30:00,16628.00
2020-01-24 16:30:00,14909.00
2020-01-24 17:30:00,11894.00
2020-01-24 18:30:00,9841.00
2020-01-24 19:30:00,6352.00
2020-01-24 20:30:00,5568.00
2020-01-24 21:30:00,4432.00
2020-01-24 22:30:00,3591.00
2020-01-24 23:30:00,1658.00
2020-01-25 00:30:00,1270.00
2020-01-25 01:30:00,1345.00
2020-01-25 02:30:00,1149.00
2020-01-25 03:30:00,663.00
2020-01-25 04:30:00,650.00
2020-01-25 05:30:00,627.00
2020-01-25 06:30:00,605.00
2020-01-25 07:30:00,882.00
2020-01-25 08:30:00,753.00
2020-01-25 09:30:00,1035.00
2020-01-25 10:30:00,832.00
2020-01-25 11:30:00,1230.00
2020-01-25 12:30:00,905.00
2020-01-25 13:30:00,949.00
2020-01-25 14:30:00,1285.00
2020-01-25 15:30:00,966.00
2020-01-25 16:30:00,589.00
2020-01-25 17:30:00,1154.00
2020-01-25 18:30:00,970.00
2020-01-25 19:30:00,723.00
2020-01-25 20:30:00,519.00
2020-01-25 21:30:00,570.00
2020-01-25 22:30:00,360.00
2020-01-25 23:30:00,564.00
2020-01-26 00:30:00,379.00
2020-01-26 01:30:00,490.00
2020-01-26 02:30:00,385.00
2020-01-26 03:30:00,216.00
2020-01-26 04:30:00,441.00
2020-01-26 05:30:00,579.00
2020-01-26 06:30:00,348.00
2020-01-26 07:30:00,401.00
2020-01-26 08:30:00,607.00
2020-01-26 09:30:00,453.00
2020-01-26 10:30:00,834.00
2020-01-26 11:30:00,1633.00
2020-01-26 12:30:00,891.00
2020-01-26 13:30:00,1029.00
2020-01-26 14:30:00,1406.00
2020-01-26 15:30:00,1007.00
2020-01-26 16:30:00,1170.00
2020-01-26 17:30:00,1960.00
2020-01-26 18:30:00,1630.00
2020-01-26 19:30:00,1204.00
2020-01-26 20:30:00,1292.00
2020-01-26 21:30:00,1470.00
2020-01-26 22:30:00,1121.00
2020-01-26 23:30:00,807.00
2020-01-27 00:00:00,807.00
2020-01-27 00:30:00,573.00
2020-01-27 01:30:00,477.00
2020-01-27 02:30:00,690.00
2020-01-27 03:30:00,392.00
2020-01-27 04:30:00,518.00
2020-01-27 05:30:00,1560.00
2020-01-27 06:30:00,2124.00
2020-01-27 07:30:00,4160.00
2020-01-27 08:30:00,11267.00
2020-01-27 09:30:00,20823.00
2020-01-27 10:30:00,28828.00
2020-01-27 11:30:00,28037.00
2020-01-27 12:30:00,23934.00
2020-01-27 13:30:00,24034.00
2020-01-27 14:30:00,25132.00
2020-01-27 15:30:00,22579.00
2020-01-27 16:30:00,18066.00
2020-01-27 17:30:00,15656.00
2020-01-27 18:30:00,11672.00
2020-01-27 19:30:00,9402.00
2020-01-27 20:30:00,6471.00
2020-01-27 21:30:00,5750.00
2020-01-27 22:30:00,4472.00
2020-01-27 23:30:00,2918.00
2020-01-28 00:30:00,2212.00
2020-01-28 01:30:00,1422.00
2020-01-28 02:30:00,1281.00
2020-01-28 03:30:00,859.00
2020-01-28 04:30:00,859.00
2020-01-28 05:30:00,1577.00
2020-01-28 06:30:00,2593.00
2020-01-28 07:30:00,4406.00
2020-01-28 08:30:00,9136.00
2020-01-28 09:30:00,16799.00
2020-01-28 10:30:00,23027.00
2020-01-28 11:30:00,24862.00
2020-01-28 12:30:00,19349.00
2020-01-28 13:30:00,19138.00
2020-01-28 14:30:00,19230.00
2020-01-28 15:30:00,19156.00
2020-01-28 16:30:00,16057.00
2020-01-28 17:30:00,12172.00
2020-01-28 18:30:00,9081.00
2020-01-28 19:30:00,6508.00
2020-01-28 20:30:00,5082.00
2020-01-28 21:30:00,3998.00
2020-01-28 22:30:00,3232.00
2020-01-28 23:30:00,2627.00
2020-01-29 00:30:00,1442.00
2020-01-29 01:30:00,1616.00
2020-01-29 02:30:00,1212.00
2020-01-29 03:30:00,751.00
2020-01-29 04:30:00,777.00
2020-01-29 05:30:00,1616.00
2020-01-29 06:30:00,2018.00
2020-01-29 07:30:00,2956.00
2020-01-29 08:30:00,6738.00
2020-01-29 09:30:00,12943.00
2020-01-29 10:30:00,17954.00
2020-01-29 11:30:00,18667.00
2020-01-29 12:30:00,11811.00
2020-01-29 13:30:00,16224.00
2020-01-29 14:30:00,16153.00
2020-01-29 15:30:00,13212.00
2020-01-29 16:30:00,12865.00
2020-01-29 17:30:00,10661.00
2020-01-29 18:30:00,8903.00
2020-01-29 19:30:00,5582.00
2020-01-29 20:30:00,4537.00
2020-01-29 21:30:00,3442.00
2020-01-29 22:30:00,2865.00
2020-01-29 23:30:00,1833.00
2020-01-30 00:30:00,1668.00
2020-01-30 01:30:00,1205.00
2020-01-30 02:30:00,1190.00
2020-01-30 03:30:00,506.00
2020-01-30 04:30:00,839.00
2020-01-30 05:30:00,1390.00
2020-01-30 06:30:00,1754.00
2020-01-30 07:30:00,2733.00
2020-01-30 08:30:00,6602.00
2020-01-30 09:30:00,13230.00
2020-01-30 10:30:00,17675.00
2020-01-30 11:30:00,17537.00
2020-01-30 12:30:00,14104.00
2020-01-30 13:30:00,14291.00
2020-01-30 14:30:00,14959.00
2020-01-30 15:30:00,14165.00
2020-01-30 16:30:00,13359.00
2020-01-30 17:30:00,11044.00
2020-01-30 18:30:00,8683.00
2020-01-30 19:30:00,6002.00
2020-01-30 20:30:00,4711.00
2020-01-30 21:30:00,4437.00
2020-01-30 22:30:00,3072.00
2020-01-30 23:30:00,2027.00
2020-01-31 00:30:00,2162.00
2020-01-31 01:30:00,1430.00
2020-01-31 02:30:00,1011.00
2020-01-31 03:30:00,591.00
2020-01-31 04:30:00,888.00
2020-01-31 05:30:00,1153.00
2020-01-31 06:30:00,1848.00
2020-01-31 07:30:00,3585.00
2020-01-31 08:30:00,7177.00
2020-01-31 09:30:00,13207.00
2020-01-31 10:30:00,18496.00
2020-01-31 11:30:00,18405.00
2020-01-31 12:30:00,13057.00
2020-01-31 13:30:00,14853.00
2020-01-31 14:30:00,16318.00
2020-01-31 15:30:00,13045.00
2020-01-31 16:30:00,9951.00
2020-01-31 17:30:00,8982.00
2020-01-31 18:30:00,7782.00
2020-01-31 19:30:00,5866.00
2020-01-31 20:30:00,4372.00
2020-01-31 21:30:00,2771.00
2020-01-31 22:30:00,1847.00
2020-01-31 23:30:00,1470.00
2020-02-01 00:30:00,1450.00
2020-02-01 01:30:00,1517.00
2020-02-01 02:30:00,939.00
2020-02-01 03:30:00,1044.00
2020-02-01 04:30:00,1194.00
2020-02-01 05:30:00,895.00
2020-02-01 06:30:00,683.00
2020-02-01 07:30:00,749.00
