Timestamp,TrafficCount
2020-01-20 01:30:00,79.00
2020-01-20 02:30:00,26.00
2020-01-20 04:30:00,4.00
2020-01-20 06:30:00,3.00
2020-01-20 07:30:00,2.00
2020-01-20 08:30:00,7.00
2020-01-20 09:30:00,17.00
2020-01-20 10:30:00,8.00
2020-01-20 11:30:00,21.00
2020-01-20 12:30:00,9.00
2020-01-20 13:30:00,101.00
2020-01-20 14:30:00,26.00
2020-01-20 15:30:00,54.00
2020-01-20 16:30:00,78.00
2020-01-20 17:30:00,100.00
2020-01-20 18:30:00,15.00
2020-01-20 19:30:00,13.00
2020-01-20 20:30:00,7.00
2020-01-20 21:30:00,2.00
2020-01-20 22:30:00,3.00
2020-01-20 23:30:00,4.00
2020-01-21 02:30:00,4.00
2020-01-21 03:30:00,2.00
2020-01-21 07:30:00,3.00
2020-01-21 08:30:00,23.00
2020-01-21 09:30:00,37.00
2020-01-21 10:30:00,54.00
2020-01-21 11:30:00,184.00
2020-01-21 12:30:00,95.00
2020-01-21 13:30:00,142.00
2020-01-21 14:30:00,179.00
2020-01-21 15:30:00,127.00
2020-01-21 16:30:00,180.00
2020-01-21 17:30:00,80.00
2020-01-21 18:30:00,96.00
2020-01-21 19:30:00,99.00
2020-01-21 20:30:00,35.00
2020-01-21 21:30:00,12.00
2020-01-21 22:30:00,5.00
2020-01-21 23:30:00,3.00
2020-01-22 00:30:00,1.00
2020-01-22 04:30:00,4.00
2020-01-22 05:30:00,4.00
2020-01-22 06:30:00,2.00
2020-01-22 08:30:00,58.00
2020-01-22 09:30:00,24.00
2020-01-22 10:30:00,42.00
2020-01-22 11:30:00,240.00
2020-01-22 12:30:00,550.00
2020-01-22 13:30:00,197.00
2020-01-22 14:30:00,222.00
2020-01-22 15:30:00,370.00
2020-01-22 16:30:00,188.00
2020-01-22 17:30:00,64.00
2020-01-22 18:30:00,174.00
2020-01-22 19:30:00,135.00
2020-01-22 20:30:00,50.00
2020-01-22 21:30:00,23.00
2020-01-22 22:30:00,4.00
2020-01-23 00:30:00,22.00
2020-01-23 01:30:00,5.00
2020-01-23 03:30:00,2.00
2020-01-23 06:30:00,2.00
2020-01-23 07:30:00,2.00
2020-01-23 08:30:00,11.00
2020-01-23 09:30:00,51.00
2020-01-23 10:30:00,45.00
2020-01-23 11:30:00,84.00
2020-01-23 12:30:00,48.00
2020-01-23 13:30:00,191.00
2020-01-23 14:30:00,327.00
2020-01-23 15:30:00,242.00
2020-01-23 16:30:00,213.00
2020-01-23 17:30:00,163.00
2020-01-23 18:30:00,116.00
2020-01-23 19:30:00,34.00
2020-01-23 20:30:00,75.00
2020-01-23 21:30:00,193.00
2020-01-23 22:30:00,10.00
2020-01-23 23:30:00,6.00
2020-01-24 01:30:00,4.00
2020-01-24 02:30:00,3.00
2020-01-24 05:30:00,2.00
2020-01-24 07:30:00,2.00
2020-01-24 08:30:00,14.00
2020-01-24 09:30:00,19.00
2020-01-24 10:30:00,70.00
2020-01-24 11:30:00,82.00
2020-01-24 12:30:00,51.00
2020-01-24 13:30:00,80.00
2020-01-24 14:30:00,62.00
2020-01-24 15:30:00,24.00
2020-01-24 16:30:00,21.00
2020-01-24 17:30:00,16.00
2020-01-24 18:30:00,23.00
2020-01-24 20:30:00,2.00
2020-01-24 21:30:00,4.00
2020-01-25 00:30:00,4.00
2020-01-25 01:30:00,3.00
2020-01-25 04:30:00,1.00
2020-01-25 06:30:00,2.00
2020-01-25 09:30:00,3.00
2020-01-25 10:30:00,1.00
2020-01-25 13:30:00,41.00
2020-01-25 16:30:00,1.00
2020-01-25 18:30:00,41.00
2020-01-25 19:30:00,147.00
2020-01-25 22:30:00,32.00
2020-01-26 10:30:00,1.00
2020-01-26 11:30:00,7.00
2020-01-26 12:30:00,2.00
2020-01-26 14:30:00,2.00
2020-01-26 17:30:00,2.00
2020-01-26 18:30:00,2.00
2020-01-26 19:30:00,38.00
2020-01-26 20:30:00,38.00
2020-01-26 21:30:00,34.00
2020-01-26 22:30:00,3.00
2020-01-26 23:30:00,94.00
2020-01-27 00:00:00,94.00
2020-01-27 00:30:00,33.00
2020-01-27 02:30:00,85.00
2020-01-27 03:30:00,82.00
2020-01-27 04:30:00,19.00
2020-01-27 06:30:00,7.00
2020-01-27 07:30:00,1.00
2020-01-27 08:30:00,2.00
2020-01-27 09:30:00,25.00
2020-01-27 10:30:00,69.00
2020-01-27 11:30:00,85.00
2020-01-27 12:30:00,33.00
2020-01-27 13:30:00,64.00
2020-01-27 14:30:00,70.00
2020-01-27 15:30:00,84.00
2020-01-27 16:30:00,108.00
2020-01-27 17:30:00,16.00
2020-01-27 18:30:00,73.00
2020-01-27 19:30:00,186.00
2020-01-27 20:30:00,16.00
2020-01-27 21:30:00,52.00
2020-01-27 22:30:00,154.00
2020-01-27 23:30:00,9.00
2020-01-28 00:30:00,54.00
2020-01-28 01:30:00,4.00
2020-01-28 03:30:00,4.00
2020-01-28 05:30:00,2.00
2020-01-28 07:30:00,1.00
2020-01-28 08:30:00,36.00
2020-01-28 09:30:00,43.00
2020-01-28 10:30:00,45.00
2020-01-28 11:30:00,134.00
2020-01-28 12:30:00,250.00
2020-01-28 13:30:00,230.00
2020-01-28 14:30:00,367.00
2020-01-28 15:30:00,317.00
2020-01-28 16:30:00,111.00
2020-01-28 17:30:00,378.00
2020-01-28 18:30:00,596.00
2020-01-28 19:30:00,186.00
2020-01-28 20:30:00,187.00
2020-01-28 21:30:00,140.00
2020-01-28 22:30:00,74.00
2020-01-28 23:30:00,242.00
2020-01-29 00:30:00,35.00
2020-01-29 01:30:00,71.00
2020-01-29 03:30:00,10.00
2020-01-29 08:30:00,4.00
2020-01-29 09:30:00,21.00
2020-01-29 10:30:00,82.00
2020-01-29 11:30:00,163.00
2020-01-29 12:30:00,158.00
2020-01-29 13:30:00,420.00
2020-01-29 14:30:00,268.00
2020-01-29 15:30:00,191.00
2020-01-29 16:30:00,76.00
2020-01-29 17:30:00,219.00
2020-01-29 18:30:00,250.00
2020-01-29 19:30:00,178.00
2020-01-29 20:30:00,50.00
2020-01-29 21:30:00,3.00
2020-01-29 23:30:00,6.00
2020-01-30 06:30:00,1.00
2020-01-30 07:30:00,4.00
2020-01-30 09:30:00,11.00
2020-01-30 10:30:00,30.00
2020-01-30 11:30:00,30.00
2020-01-30 12:30:00,63.00
2020-01-30 13:30:00,21.00
2020-01-30 14:30:00,49.00
2020-01-30 15:30:00,16.00
2020-01-30 16:30:00,9.00
2020-01-30 17:30:00,26.00
2020-01-30 18:30:00,41.00
2020-01-30 19:30:00,110.00
2020-01-30 20:30:00,18.00
2020-01-30 21:30:00,14.00
2020-01-30 22:30:00,20.00
2020-01-30 23:30:00,14.00
2020-01-31 00:30:00,9.00
2020-01-31 04:30:00,2.00
2020-01-31 08:30:00,8.00
2020-01-31 09:30:00,9.00
2020-01-31 10:30:00,27.00
2020-01-31 11:30:00,86.00
2020-01-31 12:30:00,51.00
2020-01-31 13:30:00,62.00
2020-01-31 14:30:00,9.00
2020-01-31 15:30:00,157.00
2020-01-31 16:30:00,75.00
2020-01-31 17:30:00,169.00
2020-01-31 18:30:00,48.00
2020-01-31 19:30:00,189.00
2020-01-31 20:30:00,108.00
2020-01-31 21:30:00,13.00
2020-01-31 22:30:00,1.00
2020-02-01 09:30:00,3.00
2020-02-01 10:30:00,2.00
2020-02-01 11:30:00,2.00
2020-02-01 14:30:00,2.00
2020-02-02 00:30:00,3.00
2020-02-02 01:30:00,7.00
2020-02-02 17:30:00,3.00
2020-02-02 21:30:00,9.00
2020-02-03 01:30:00,2.00
2020-02-03 08:30:00,36.00
2020-02-03 09:30:00,36.00
2020-02-03 10:30:00,39.00
2020-02-03 11:30:00,131.00
2020-02-03 12:30:00,31.00
2020-02-03 13:30:00,85.00
2020-02-03 14:30:00,183.00
2020-02-03 15:30:00,89.00
2020-02-03 16:30:00,171.00
2020-02-03 17:30:00,89.00
2020-02-03 18:30:00,54.00
2020-02-03 19:30:00,7.00
2020-02-03 20:30:00,18.00
